title,url,body
Covid vaccine provisionally approved in Australia for children aged six months to six years,https://www.theguardian.com/australia-news/2022/jul/19/covid-vaccine-provisionally-approved-in-australia-for-children-aged-six-months-to-six-years,"Children aged from six months up to six years may soon be eligible for Covid-19 vaccination, after Australia’s drugs regulator approved a paediatric dose of the Moderna vaccine. The vaccine is already approved for children aged six years and older, who can receive two doses administered at least 28 days apart, and it is also used as a booster dose for adults aged 18 years and older. Currently there is no Covid-19 vaccination available to younger age groups. In a statement the Therapeutic Goods Administration (TGA) said: “As we have seen with children in older age groups, the TGA expects that vaccines for younger children will provide protection from the most severe outcomes of Covid-19, such as hospitalisation and death.” For children aged six months to six years, the vaccine is administered as two doses at least 28 days apart. The paediatric vaccine is made in the same way as the vaccines for older people but contains a lower concentration of the active ingredient. The vaccine was given “provisional approval” by the TGA on Thursday, which means Moderna must continue providing information to the TGA on longer-term efficacy and safety from ongoing clinical trials and post-market assessment. This is the same as for other available vaccines. Before the vaccine for those aged six months to six years is incorporated as part of the national Covid-19 vaccine program, the Australian Technical Advisory Group on Immunisation (Atagi) needs to also consider the safety and efficacy data provided to the TGA, along with epidemiological data and broader international evidence. Atagi will also consider current Covid-19 outbreaks, infections and vaccination rates in making its determination. It will then make recommendations about if, how and in what circumstances the vaccine should be rolled out to this age group. The TGA said Atagi would provide this advice to government “in the coming weeks”. The federal health minister, Mark Butler, said on Thursday that at the moment there is a very “limited global supply” of the child vaccine. Until Atagi makes its recommendations and supply is secured, the vaccine will not yet be available to young children. “I want to stress very strongly that this is just the first step in a process,” Butler said. “Having been approved provisionally by the TGA, this vaccine now needs to go to the technical advisory group on immunisations … until that point, this is simply not a vaccine that would be available to those children. Also, if Atagi does approve that vaccine to children of that group, or a cohort within that age group, then supply of that vaccine also needs still to be arranged.” In the meantime, parents of those children should take their children for their flu shot, he said. However the prime minister, Anthony Albanese, seemed optimistic the vaccine would be given Atagi clearance for rollout and that supply would be assured, writing in a post on Instagram; “stay tuned in the coming weeks for more information about how and when to get your children immunised against Covid”. He added the health department was already procuring the vaccines “so they will be ready to go when our experts give the go-ahead”. In making its decision, the TGA considered data from the KidCOVE clinical trial in Canada and the United States. The study included more than 6,000 participants aged from six months up to six years. “The study demonstrated that the immune response to the vaccine in children was similar to that seen in young adults [18 to 25 years] with a favourable safety profile,” the TGA said. “Clinical trials also showed that the safety profile in children is similar to that seen in adults. Most adverse events seen in clinical trials in children aged six months up to six years were mild-moderate and generally reported after the second dose.” A consultant paediatrician and medical lead of the Melbourne Vaccine Education Centre, Dr Daryl Cheng, said expansion of Covid-19 vaccines to young children would be “a welcome relief for many concerned parents and families”. “Whilst children are less likely to have severe outcomes or complications from Covid-19 compared with adults, they continue to experience high levels of infection, which disrupts their schooling, childcare and other activities,” he said. “Children are also at risk of a rare but potentially severe Covid-19 complication known as multi-system inflammatory syndrome. This requires admission to hospital and possibly the intensive care unit. We know that vaccination helps to protect children from this life-threatening condition.” According to federal Department of Health data, there have been 12 Covid deaths in zero-to-nine year-olds."
UK health regulator rejects lecanemab as treatment for Alzheimer’s,https://www.theguardian.com/society/article/2024/aug/22/uk-health-regulator-rejects-lecanemab-as-treatment-for-alzheimers,"The UK’s health regulator has rejected a drug that can slow the progression of Alzheimer’s disease, saying its benefits are too small to justify the costs of the therapy and close monitoring of patients for signs of “serious side-effects”. Lecanemab, which is given twice a month, removes sticky clumps of protein amyloid beta from the brain, believed to be a hallmark of the disease. The drug is not a cure. But in clinical trials, the therapy slowed cognitive decline by 27% in early Alzheimer’s patients, compared with a placebo. The Medicines and Healthcare products Regulatory Agency (MHRA), the UK’s drugs regulator, gave the green light to the drug on Thursday. However, the National Institute for Health and Care Excellence (Nice), the health regulator, simultaneously ruled out offering the drug on the NHS. It comes weeks after the EU’s drugs regulator also rejected the drug, saying the risk of serious brain swelling did not outweigh its small impact on slowing cognitive decline. It also said the effects of the drug on delaying cognitive decline were small. The Nice decision is a further blow to the companies behind the drug, Eisai and Biogen, as the treatment faces slow take-up in the US, where it costs about £20,000 per patient per year. It also lays bare the complexities tied to a new class of drugs that have benefited early-stage patients, but can cause serious side-effects. The therapy, also known as Leqembi, is approved in the US, China, Hong Kong, Israel, Japan and South Korea. The green light from the MHRA means the UK has become the first country in Europe to license the drug that can treat the neurodegenerative condition rather than its symptoms. However, the rejection of its use on the NHS by Nice means probably only a small number of patients will benefit in the UK, and will have to access the drug privately. Hilary Evans-Newton, the chief executive of Alzheimer’s Research UK, said: “Today’s news is bittersweet for people affected by Alzheimer’s disease. “It’s a remarkable achievement that science is now delivering licensed treatments that can slow down the devastating effects of Alzheimer’s, rather than just alleviating its symptoms. However, it’s clear our health system isn’t ready to embrace this new wave of Alzheimer’s drugs. “It means that, as things stand, people in the early stages of the disease will be denied access to lecanemab through the NHS, and it will only be available to those who can pay privately.” Dr Samantha Roberts, the chief executive of Nice, said: “This is a new and emerging field of medicine which will no doubt develop rapidly. “However, the reality is that the benefits this first treatment provides are just too small to justify the significant cost to the NHS. “It is an intensive treatment to give to patients involving a hospital visit every two weeks with skilled staff needed to monitor them for signs of serious side-effects, plus the cost of purchasing the drug. “Our independent committee has rigorously evaluated the available evidence, including the benefit for carers, but Nice must only recommend treatments that offer good value to the taxpayer.” According to Nice, clinical trials showed lecanemab can slow cognitive decline by four to six months, but there was little evidence on its long-term effects. It estimates about 70,000 adults in England would have been eligible for treatment. A public consultation on Nice’s draft guidance will close on 20 September. Julian Beach, interim executive director for healthcare quality and access at MHRA, said: “Licensing medicines which meet acceptable standards of safety, quality and efficacy is a key priority for us. “We’re assured that, together with the conditions of the licence approval, the appropriate regulatory standards for this medicine have been met. “As with all medical products, we will keep its safety under close review, and with a controlled post-authorisation safety study to be undertaken, we will ensure that the benefit risk of lecanemab in clinical use is closely followed up.” Tara Spires-Jones, professor of the UK Dementia Research Institute at the University of Edinburgh, said the arrival of the drug marked “a turning point” but cautioned that it could be accompanied by “dangerous side-effects”. Speaking on Radio 4’s Today programme, she said: “It’s the first time we’ve actually been able to slow disease progression at all. So from that standpoint, it’s amazing. “However, the treatment’s not perfect. It only slows disease progression moderately, and it comes with dangerous side-effects, and people really do need to be monitored very carefully, and only certain people will be able to use the drug. So together, it’s great news, but we have to temper our enthusiasm.” Asked what the dangerous side-effects were, Spires-Jones said: “Some people who take this drug have brain swelling and bleeding and a few people have died from those side-effects.”"
We know how to reduce deforestation – so where's the money?,https://www.theguardian.com/global-development-professionals-network/2017/jul/28/we-know-how-to-cut-deforestation-we-just-havent-got-the-money-to-do-it,"For years some environmentalists and economists have argued that you could pay people to keep their forests standing, maintaining carbon sources and habitat for threatened species. Yet, the idea – known as payments for ecosystem services or PES – has faced critics, who argued it wouldn’t live up to the hype. A new study in Science this week may make them think twice. “We needed better evidence about how well this approach worked in order to know if we should be scaling it up or rethinking it,” said Seema Jayachandran, lead author and development economist with Northwestern University. To really test PES, Jayachandran and her team went to the Hoima and Kibaale districts of Uganda – where deforestation for charcoal production is rampant – and randomly sorted 121 villages into two categories: those that would be offered money for not cutting their trees and those who wouldn’t. In the former, the local NGO Chimpanzee Sanctuary and Wildlife Conservation Trust (CSWCT), offered a contract to pay local landowners 70,000 Ugandan shillings (about $2.80 in 2012, or about £2.10 today) per hectare of forest left uncut annually. Locals could join up or keep cutting while CSWCT would monitor the progress to make sure those who signed on were compliant. After two years, the team analysed progress. In villages where locals were paid to keep trees standing, the deforestation rate was 4.2%. While this was high, it was nowhere near the rate in those villages that weren’t paid, which saw 9.1% of forest cover destroyed in just two years. Compared to business-as-usual, the PES programme significantly slowed forest loss. The result was even more impressive given that only about a third of locals approached by CSWCT signed on. “I’m not surprised that the programme reduced deforestation, but I am very surprised by how big the impact was,” said Jayachandran. She expected that the team might find that less deforestation in the selected villages would lead to more deforestation in outlying areas, an economic problem known as “leakage”. But satellite imagery showed no evidence of this. It is not the first time payments have been made to keep forests from being cut down – it has been done in Costa Rica and Mexico – but it is the first time researchers have set up a real-time field experiment, including a control group to tell them how the programme worked versus deforestation-as-usual. “Evidence from this gold-standard randomised controlled trial corroborates other evidence,” said Jonah Busch, a senior fellow at the Center for Global Development who was not involved in the research, adding that “paying people to keep forests standing can be a cost-effective way to reduce deforestation and thus fight climate change.” The researchers found that their approach was highly cost-effective. It cost them just $2.60 to avoid a metric ton of CO2 in the atmosphere. The current price of a ton of CO2 on the market is €5.12 ($6.05), but the estimated social cost is much higher: the US Environmental Protection Agency in 2012 estimated that a ton of CO2 kept out of the atmosphere was worth $39 – 15 times higher than paying Ugandans not to cut down their forest. While the study – and the media coverage – has focused on the carbon benefits, standing forests also provide habitat for species. In an age of potential mass extinction, recently described as “biological annihilation” by researchers in a controversial paper, this is arguably just as important. “The Ugandan government’s motivation for wanting to protect the forest was really biodiversity,” Jayachandran said. The villages are situated in a biological hotspot, home to 13 species of primates, including the eastern chimpanzee which is considered endangered due to deforestation, hunting and rampant snaring that has left a generation of chimp amputees. Jayachandran said she “hopes” that their study “would inspire others working on conservation to evaluate their programmes’ impacts through ‘field experiment’.” Many of the ideas under the new conservation philosophy banner – such as PES – have not been rigorously tested, despite being implemented by many of the world’s largest conservation groups. Unfortunately, the funding for the Uganda initiative has run out, but Jayachandran hopes that its success will convince funders to kick-start it again with CSWCT – and expand it. Busch said the “missing piece” in combating global deforestation is not good ideas, but funding from wealthy countries."
Conflict resolution programme 'improves wellbeing of pupils',https://www.theguardian.com/education/2018/nov/22/conflict-resolution-programme-improves-wellbeing-of-pupils,"Schools can significantly reduce the impact of bullying and improve pupils’ wellbeing by using a specialised system of conflict resolution and training, according to a ground-breaking study published in the Lancet. The research, led by the London School of Hygiene and Tropical Medicine and University College London, was conducted over three years in state schools in the south of England, and is the first of its type to study the use of “restorative practice” within schools, bringing together victims and perpetrators of damaging behaviour. The academics who wrote the Lancet study, including Prof Russell Viner, the president of the Royal College of Paediatrics and Child Health, concluded that the £58 cost per pupil to run the programme was likely to achieve “significant impacts” in improving child health and mental wellbeing. “The message from this is that how we organise our schools to promote students’ welfare should be a key part of any response to concerns about children’s mental health,” said Viner, professor in adolescent health at UCL. “None of this was meant to be just about bullying – it was about informing and involving pupils in their school’s behaviour policies, and the use of restorative practices to resolve difficult behaviour.” The programme, Learning Together, saw staff in 20 secondary schools trained in techniques of restorative practice, such as using respectful language to promote good behaviour. It also used student surveys and meetings to inform school policies, as well up to 10 hours a year of specialised classroom lessons on social and emotional skills. The trial followed nearly 6,000 pupils from the age of 11, and found that children in those schools reported less smoking, drinking and use of illegal drugs than their peers in the control group of schools, which did not benefit from the programme. By the third year, the researchers found small but significant reductions in incidents of bullying, as well as improved mental health. While the programme did not affect levels of aggression, it did have a greater impact on boys, and on students who had been victims of bullying. The study was given a guarded welcome by Tom Bennett, a teacher and the Department for Education’s independent adviser on behaviour in schools. “It’s certainly true that schools with effective policies for behaviour frequently insist that students have opportunities to realise the impact of their actions, and to formally discuss what good behaviour would look like and how they can improve. And this study does seem to offer some small glimmer that the tested strategies might be useful,” Bennett said. “But with the very small impact on bullying, and the fact that the impact on bullying was self-reported, it’s hard to say if actual bullying went down, or if surveyed students felt like it had. That might conceal more than it reveals, and that could be very significant.” Prof Chris Bonell of LSHTM, the lead author of the Lancet article, said the next step was to refine the programme and make it available to more schools. “This study suggests that restorative practice is an effective way to reduce bullying. It also suggests that the government could save the NHS money by helping ensure schools are inclusive and supportive places,” Bonell said. The randomised controlled trial was funded by the NHS’s National Institute for Health Research and the Education Endowment Foundation."
‘Very disappointing’: study shows education does nothing to stop homophobic language in men’s rugby,https://www.theguardian.com/sport/2023/feb/11/very-disappointing-study-shows-education-does-nothing-to-stop-homophobic-language-in-mens-rugby,"A landmark study on the use of homophobic language in men’s community sport has found education campaigns run by professional rugby players did nothing to stop young players and their coaches from mindlessly using words such as “fag” and “poof” in team settings. The results from Monash University, just published in the British Journal of Sports Medicine, directly contradict broadly accepted recommendations that this type of behaviour can be reduced through the formal delivery of education via videos or in-person talks – a practice used regularly in different sports around the world. They have also prompted Australian rugby officials and players to call for more resources to further address a “sport-wide” problem that is harming LGBTQ+ youth in numerous codes. Monash University had initially set out to conduct a multi-sport study, however found Rugby Victoria to be the most willing and quantitatively appropriate for the randomised controlled trial – the first to look at anti-homophobia educational intervention delivered by professional athletes. It was undertaken by every under-18s and Colts (under-20s) team in Victoria, whose participants filled out surveys two weeks before and two weeks after players from the Melbourne Rebels Super Rugby team travelled around the state to deliver talks. In the pre-training survey, 55.3% self-reported using homophobic language at least once over the previous two weeks and 77.4% perceived teammates to have used homophobic language. In the post-training survey, those numbers had risen to 61.2% and 82.1% respectively. “Use of professional rugby athletes to deliver education on homophobic language was not effective,” the study reads. “Other approaches to reduce homophobic language [and other forms of discrimination] such as peer-to-peer education, and enforcement of policies prohibiting specific language by coaches, should be explored.” The results do indicate that homophobia is not the primary driver behind the use of slurs, rather a means “to conform to the behavioural norms in rugby”. Dr Erik Denison, lead author on the paper titled ‘Effectiveness of an educational intervention targeting homophobic language use by young male athletes: a cluster randomised controlled trial’, said the results were “very disappointing”. “The results are also hard to understand because most young men we study, including the rugby players, have positive attitudes towards gay people and would have no problem with having a gay player on their team,” Denison said. “The vast majority also said they would stop others from bullying a gay teammate. Even more surprising, more than half said they have close gay friends. Despite all this, they are still using homophobic language, even after being told by professional rugby players that their behaviour is very harmful and to stop. “We aren’t just talking about them using phrases like ‘that’s gay’. They are constantly using words like ‘faggot’. This language is deeply entrenched in male sport and it will be very difficult to stop. “Boys report hearing their coaches and PE teachers using homophobic language as early as eight years old, and it seems they start using this language to conform to these older men and gain acceptance. This is how it remains so normalised in men’s sport.” Rugby Victoria president, Neil Hay, who was heavily involved in the study, did not believe it showed rugby was “in any way unique”. “It’s really true, from my experience of sports, that it’s a sport-wide thing,” Hay said. “It’s just that we were willing to stick our hand up and say ‘come and look at us’.” Hay, who also spent several years coaching Victoria’s gay and inclusive rugby club, the Melbourne Chargers, foreshadowed further work with Monash University including targeted training of coaches, who “appear to be major influencers on this”. “Because I think one of the things the study shows is that the vast majority of the language used, which is hurtful, is not done intentionally to hurt,” he said. “It’s to feel part of a bigger tribe group. And if it’s used by your leaders, then it’s going be accepted and acceptable, which isn’t accepted or acceptable to us as a governing body. “We will make sure they understand it isn’t acceptable, and that sort of language doesn’t give you camaraderie – there are many better ways and options to do that. “But how do we get into all the schools? How do we do diversity and inclusion? How do we do things on homophobic language if we don’t get assistance and help? How do we get the experts we can’t employ?” Lachlan Mitchell, a Rebels foundation player who was among those to join then-captain Tom English in delivering the training, also felt the findings were “probably more symptomatic of society rather than a reflection of that sport”. “The positive message for me was that there’s some learnings from that,” Mitchell said. “It’s a complex thing, so it’s not just a matter of athletes going and speaking to people, it’s got to be reinforced by everyone at all levels. “When I think about that from a grassroots club’s perspective, it’s not necessarily a club’s key priority at any given time. Even though they opened their doors for us to be involved, grassroots clubs are struggling just to survive – getting volunteers and funding – that probably needs to be taken into account as well.”"
Community workers help to bridge treatment gap in mental health | Rosalind Miller,https://www.theguardian.com/global-development/poverty-matters/2012/feb/16/lay-workers-mental-health-care,"A report in the Lancet last year concluded that improving access to effective mental healthcare could help to alleviate poverty. Mental health was framed as a ""development priority"". But access to that crucial healthcare remains a barrier to many people in poor countries. While in Europe a third of people experiencing mental illness do not receive treatment, in developing countries the situation is much worse. In some countries, basic care eludes nine out of 10 people in need. However, the largest psychiatry trial to be conducted in the developing world, the Manas intervention, convincingly demonstrated that training lay people can play a crucial role in helping to deliver effective care for depression and anxiety in resource-poor, primary healthcare settings. Community healthcare programmes are not uncommon, and the Manas trial applied similar principles – training people to deliver basic care in their own communities – to mental health. The randomised controlled trial was conducted in Goa, India, and involved more than 2,700 participants. After community consultation about the programme (which led to some changes in how the subject was addressed – for example, depression is explained as a stress-related illness), local people, mostly women, attended four-week training sessions on helping to manage depression, with an additional two weeks to cover specific disorders such as alcohol abuse. Typically, they are female university graduates, although it is envisaged that community members with a lower educational attainment will be used if the programme is scaled up. On completing training, the community worker is based within the primary health centre and works alongside a primary care doctor, under the supervision of a psychiatrist. There are only 4,000 psychiatrists in India, serving a population of 1.3 billion. Shifting certain aspects of care to non-specialists allows specialists to achieve greater coverage of the population. Primary health centres are also easily accessible and are a far cry from the old psychiatric institutions that are heavily imbued with stigma. Professor Vikram Patel, clinical psychiatrist and former Rhodes scholar, set up the trial, which found that patients receiving care experienced a 30% decrease in common mental disorders and were less likely to attempt suicide. There was also a substantial reduction in the number of days out of work due to illness. Patel insists armies of mental health professionals are not needed to provide care. Instead, he believes in ""mental health for all, by all"". ""We need to empower everyone to be able to understand the commonsense ways in which first they can promote their own mental health, 'mental health literacy',"" he says. ""Secondly, to provide mental healthcare when someone close to them is in a crisis, 'mental health first aid', and thirdly, at the professionalised level, to use lay health workers to provide mental care for people with mental illness. ""In many parts of the world chaining of people with mental illnesses is not uncommon, nor is seeing people walking around in clearly an unwell state, half naked, and no one takes any notice of them. It is tragic. There is a basic human right, which is not about just healthcare, but it is about the right to life with dignity, a right to citizenship."" However, there are several difficulties that need to be overcome if the intervention is to be extended to communities across the country. The support of specialists is essential, but many are sceptical about devolving responsibility to lay people. Many specialists prefer to work in the private sector, which means appropriate incentive packages will be required to encourage participation. The uneven distribution of specialists across the country must also be addressed. And, while the intervention tackles the supply side of the healthcare equation, a greater challenge will be creating a demand for the service. Patel remains optimistic. ""You address demand first of all by demonstrating that you can make a difference to people's lives when they suffer from these conditions. In any community, if you are able to demonstrate impact on individuals, the word gets around. 'That son that used to be tied up to the bed, today is working in the fields.' That is powerful stuff."""
"App for being a better parent works, Oxford University study finds",https://www.theguardian.com/education/2016/nov/18/app-for-being-a-better-parent-works-oxford-university-study-finds,"Interested becoming a better parent? There’s an app for that. And, according to an Oxford University study of families who downloaded the games designed to encourage child development, it works. The Oxford researchers said the success of the trial meant that local authorities and schools should consider using digital outreach to parents as a cheap and simple way of improving school readiness among infants. The study followed 144 families from disadvantaged areas in Bournemouth who used the EasyPeasy software application that offered techniques, suggestions and nudges for parenting while bringing up children aged between two and six. “Although there are many parenting programmes, there is still limited evidence that they are effective at improving children’s learning or their capacity to make a strong start at school,” said Kathy Sylva, professor of educational psychology at the University of Oxford. “These promising results on EasyPeasy stem from a rigorous trial and so build optimism that we can make a difference in the lives of young children through supporting their parents.” In one task offered through the app, Yummy Strawberries, parents could watch an explanation of a game, in which both parent and child would hold a strawberry each and set the phone’s timer for one minute before eating it. The app gave tips, such as: “Ask your child to distract themselves from eating the strawberry” to help the child fight temptation, recalling Stanford University’s famous “marshmallow experiment” where children who resisted eating a treat placed in front of them tended to have positive personality traits. After 18 weeks using the app, the parents taking part reported improvements in their children’s behaviour and self-reliance, saying that they were more persistent in completing difficult tasks and were more willing to make decisions independently. The parents reported that they themselves felt better able to stick to rules and set boundaries. However, the app sent data on parents’ usage to children’s centres where they were recruited, allowing centre staff to “encourage less engaged parents to participate”. The parents’ experience was backed by the researchers’ findings as being statistically significant – meaning they were unlikely to have occurred by chance - despite the small sample size involved in the randomised controlled trial. Although the study found that the result was “moderate” in its success, the researchers concluded that the “very low delivery costs” of about £35 per child made it cost effective and easy to expand rapidly. “The low cost, digital nature of the intervention provides an innovative route forward for providing parenting support and preschool learning to families of any background,” the study argued. The research was funded by the Sutton Trust and the Esmée Fairbairn foundation, with the EasyPeasy app originating from a 2014 competition run by the Guys &amp; St Thomas’s charity and the Design Council. Sir Peter Lampl, founder and chair of the Sutton Trust, said: “We know that the attainment gap between the richest and the poorest pupils begins before they’ve even started school. Tackling this disparity early on is critical to breaking the cycle of disadvantage and improving social mobility.” Previous research commissioned by the Sutton Trust found a 19-month gap in development between the richest and poorest children by the age of five. Parents interested in using the app can join a waiting list at EasyPeasy’s website."
"Vaping twice as likely as gum to help smokers quit, research finds",https://www.theguardian.com/society/2019/jan/30/vaping-twice-as-likely-as-gum-to-help-smokers-quit-research-finds,"People are almost twice as likely to succeed in quitting smoking if they use e-cigarettes than if they rely on nicotine replacement patches and gums, a new study has shown. The research, focused on nearly 900 long-term smokers seeking NHS help to quit, was hailed as a landmark by experts in public health in the UK who believe e-cigarettes have already helped bring down the smoking rate. However, there was less enthusiasm in the United States, where there is concern that vaping nicotine is addictive and may cause children to start smoking. Prof Peter Hajek from Queen Mary University of London led a randomised controlled trial to establish whether e-cigarettes were a better aid to quitting than nicotine replacement therapy. Their research is published in the New England Journal of Medicine. The mostly middle-aged smokers were randomly assigned to be given an e-cigarette starter kit or nicotine replacement therapy such as patches, lozenges, sprays or gum. All were given behavioural support. At the end of the year, 18% of the vapers were no longer smoking , compared with almost 10% of the others. It is the first trial to compare the licensed quitting aids with e-cigarettes, which are not licensed for medical use. Hajek believes the results could change the advice smokers are given. “Although a large number of smokers report that they have quit smoking successfully with the help of e-cigarettes, health professionals have been reluctant to recommend their use because of the lack of clear evidence from randomised controlled trials. This is now likely to change,” he said. The early problems smokers experience when trying to give up, such as irritability and inability to concentrate, were lower in those using e-cigarettes. Vapers reported more throat and mouth irritation, but nicotine replacement therapy users reported more nausea. At the end of the year, nearly 80% – the vast majority – of those using e-cigarettes were still vaping, whereas only 9% of the other group were still using gum and other forms of nicotine replacement therapy. “I think one can see it as potentially problematic and also potentially beneficial,” said Hajek. “There are both sides to it and I think the beneficial side is stronger. The negative one is they are still using something and e-cigarettes are unlikely to be totally safe. They are unlikely to have more than about 5% of the risks of smoking but there is still some risk and if using it for one year means that they are using it for 30 years and if that generates some health risk then they would be better off not using it. “Now the positive aspect is that we know from studies of nicotine replacement therapy that some heavy smokers need that crutch for longer to protect them from relapse. “They will get quite a bit of benefit in that they will avoid feeling miserable and having urges to smoke and feeling there is something missing in their life and they will not put on weight, which these type of heavy smokers do, which puts them at risk of diabetes and so on.” Public Health England and many UK scientists involved in tobacco research have strongly supported the potential of e-cigarettes to help people quit. “This landmark research shows that switching to an e-cigarette can be one of the most effective ways to quit smoking, especially when combined with face-to-face support. All stop-smoking services should welcome smokers who want to quit with the help of an e-cigarette,” said Martin Dockrell, tobacco control lead at Public Health England. “Smokers trying to quit have been choosing e-cigarettes over other types of support for some time. The research indicates that health professionals and Stop Smoking services should reach out to smokers who want to use e-cigarettes and support them in making this life-changing step,” said Prof Ann McNeill from Kings College London. Prof Robert West from University College London said the study was “of huge significance. It provides the clearest indication yet that e-cigarettes are probably more effective than products such as nicotine gum and patches. It fits previously published trend data showing an increase in quit success rates in England and the US linked to more people using e-cigarettes.” All agreed that more research is needed into the long-term potential harms of e-cigarettes. But a comment paper on the study in the journal by US scientists takes a more cautious view. Belinda Borrelli and George T O’Connor from the Henry M. Goldman school of dental medicine at Boston University say the possibility of long-term harms – and the fear that children will learn addictive behaviours by watching adults vaping – mean that e-cigarettes should not be tried ahead of nicotine therapy products licensed by the US Food and Drug Administration (FDA). “We recommend that e-cigarettes be used only when FDA-approved treatments (combined with behavioural counselling) fail, that patients be advised to use the lowest dose needed to manage their cravings and that there be a clear timeline and ‘off ramp’ for use,” they write."
Dengue fever outbreak halted by release of special mosquitoes,https://www.theguardian.com/society/2018/aug/01/dengue-fever-outbreak-halted-by-release-of-infected-mosquitoes,"The first large-scale deployment of mosquitoes infected with Wolbachia bacteria, which makes them unable to transmit viruses, has stopped all outbreaks of dengue fever in a city in northern Australia for the last four years. The success of the project in Townsville, Queensland, will encourage hopes that Wolbachia can provide a knockout blow against the Zika virus in Brazil as well, where the mosquitoes have been introduced into the favelas of Rio de Janeiro. Until now, the technology has looked promising but has only been tried in small pilot projects around the world of 1 to 1.5 square km. Townsville, however, with 187,000 inhabitants, is on a much larger scale. Mosquitoes specially bred to carry Wolbachia, which occurs naturally in up to 60% of insects, were let loose over 66 square kilometres of the city in places where they could naturally breed. In four rainy seasons since the mosquitoes were introduced, dengue has ceased to be a problem in Townsville, which has had no cases of a disease that used to be troublesome. “I’m ecstatic,” said Scott O’Neill, director of the World Mosquito Program at Monash University in Australia, who led the project. “After a long slog in my career in doing this, I think this is a piece of work I’m really quite proud of because it really shows we’ll be able to take this all the way, I think. “We’re wanting to have a really major impact on disease. For dengue and Zika nothing’s working at the moment for control. There’s evidence of a growing disease burden and there was the big Zika pandemic that stripped through the Americas recently and the rest of the world. “Nothing we’ve got is slowing these diseases down – they are getting worse. I think we’ve got something here that’s going to have a significant impact and I think this study is the first indication that it’s looking very promising.” The people of Townsville accepted the project – and even took part in it, with schoolchildren releasing the mosquitos. Community ownership is important, said O’Neill. Communities involved in projects in Rio de Janeiro in Brazil, Medellin in Colombia, and Indonesia have all embraced the work, possibly because of the fear of the diseases they are trying to control, said O’Neill. The results of the Townsville project are being published on the Gates Open Research site, set up by the programme’s biggest funder. The next big test will be in Yogyakarta in Indonesia, where O’Neill and colleagues are conducting a randomised controlled trial. This will compare areas of a city where Wolbachia mosquitos are introduced with other areas where they are not. They will track the disease burden in each and provide important scientific evidence as to efficacy. The programme is now in 11 other countries. The land area covered in Rio is twice that of Townsville and the population six times as great, with more than 1.5 million people. “Rio is one of the hardest places to work in,” said Scott. “The favelas are quite a challenge. If we can be successful in Rio we can probably be successful anywhere in the world.” The cost of the programme was AUD$15 (£8.50) per inhabitant in Townsville, but the team hope it can be made available for USD$1 (75p) each in cities in poorer parts of the world. There does not appear to be an environmental downside to the release of Wolbachia-carrying mosquitos, he said, and he believes the technology is safe. “If there is one thing that keeps me up at night, it’s how long and how strongly the effect will last – whether there will be an attenuation over time,” he said. But there have been Wolbachia mosquitos in the field for seven years now and the effect does not appear to have waned yet. In the long run, if Wolbachia does prove safe and effective, scientists may attempt its use against malaria. In 2016, there were 216 million cases of malaria worldwide and 445,000 deaths. “There is lab data showing this approach could be effective in malaria as well, but that is much further upstream,” said O’Neill."
"Obesity can be fought with the Mandometer, a new talking scale",https://www.theguardian.com/society/2010/jan/06/obesity-mandometer-weight-loss,"New technology that monitors portion sizes and how fast people eat could be instrumental in fighting obesity, a new study reveals today. Obese adolescents who monitor the speed at which they clear their plates learn to lose weight far more effectively, the dietary study has shown. Tests in which patients were given instant feedback on their eating habits – using a computerised, talking scale known as a Mandometer – enabled them to modify their behaviour, researchers in Bristol discovered. The portable weighing scale, slipped under the plate of food, is connected to a small screen that plots food removal over time – and compares it to a rate of consumption recommended by a food therapist. By tracking portion size and how fast people eat, the youngsters, aged between nine and 17, managed to lose more pounds than those merely following standard dietary advice, according to the article published on bmj.com today. The Mandometer was developed at the Karolinska Institutet in Stockholm. It encourages individuals to eat less, more slowly and to develop a more normal pattern of satiety. If the patient starts gulping a meal too quickly, the device tells them to slow down. ""Childhood obesity is an increasing global problem and there is little evidence to support one specific treatment programme,"" the paper observes. ""While it is unknown whether specific eating patterns are common in all obese people, in this study patients ate large portions very quickly."" Researchers at Bristol Royal Hospital for Children and the University of Bristol, led by Professor Julian Hamilton-Shield, carried out a randomised controlled trial of 106 obese patients aged nine to 17. One group of adolescents received Mandometer therapy to lose weight, while the other patients were provided with standard care. Both groups were encouraged to increase their levels of physical activity to 60 minutes of exercise a day and to eat a balanced diet based on the Food Standards Agency's ""eatwell plate"". Participants were assessed after 12 months and followed up at 18 months. During research they were regularly monitored and offered telephone support and encouragement. ""After 12 months, the Mandometer group not only had a significantly lower average body mass index and body fat score than the standard care group, but their portion size was smaller and their speed of eating was reduced by 11% compared with a gain of 4% in the other group,"" it was revealed. ""Levels of 'good cholesterol' were also significantly higher in the Mandometer group."" The improvement in body mass index was maintained six months after the end of treatment, suggesting an element of longer-term behavioural change, the authors added. ""Our study provides additional evidence that interventions specifically addressing eating behaviours might be useful in obesity therapy,"" they concluded."
