round_id,timestamp_utc_iso,query_base,query_final,template_id,target_method,backoff_level_used,preflight_total_available,preflight_totals_by_level_json,guardian_total_available,guardian_pages_fetched,guardian_page_size,guardian_candidates_retrieved,guardian_requests_this_round,guardian_keys_used,guardian_key_rotations_this_round,skipped_live_count,skipped_long_count,skipped_missing_text_count,filtered_remaining_count,scored_count,random_seed_used,high_rel_model1_count,high_rel_model3_count,high_rel_llm_final_count,high_rel_dpo_count,consensus_high_rel_count,new_consensus_credit_total,new_llm_new_total,duplicate_rate_consensus,new_consensus_credit_rct,new_consensus_credit_prepost,new_consensus_credit_case_study,new_consensus_credit_expert_qual,new_consensus_credit_expert_secondary,new_consensus_credit_gut,new_llm_rct,new_llm_prepost,new_llm_case_study,new_llm_expert_qual,new_llm_expert_secondary,new_llm_gut,llm_high_count,dpo_attempted_count,dpo_valid_count,dpo_success_rate,dpo_high_count,llm_mode_used_counts_json,dpo_fail_reason_counts_json,reward_R,reward_V,reward_U_all,reward_U_llm,reward_DUP,reward_weight_alpha,reward_weight_beta,reward_weight_gamma,reward_weight_delta,reward_p,query_budget_cap_usd,query_cost_this_round_usd,query_cost_cumulative_usd,query_spaces_sha256,templates_sha256,contract_sha256,config_sha256,code_sha256_bundle,test_col,high_rel_llm_sft_count,dpo_circuit_breaker_triggered,skipped_dedupe_count,seen_urls_count,novelty_search_pages,scored_target_n,new_unique_high_rel_count,overlap_high_rel_count
14,2026-02-19T01:33:47.916405+00:00,"(""before and after"" OR ""pre-post"") AND (""implemented"" OR ""rolled out"") AND (policy OR programme OR program OR scheme OR service OR government OR council OR nhs)","(""before and after"" OR ""pre-post"") AND (""implemented"" OR ""rolled out"") AND (policy OR programme OR program OR scheme OR service OR government OR council OR nhs)",T10,prepost,99.0,80.0,"{""T4_base_strict"": 207808, ""T4_tighten_add_A"": null, ""T4_tighten_add_G"": null, ""T4_tighten_ultra_D"": 207943, ""T3_base_strict"": 207933, ""T3_tighten_add_A"": 2408539, ""T3_tighten_add_G"": null, ""T3_tighten_ultra_D"": 2408674, ""T2_base_strict"": 207882, ""T2_tighten_add_A"": null, ""T2_tighten_add_G"": 2401154, ""T2_tighten_ultra_D"": 2401289, ""T1_base_strict"": 208290, ""T1_tighten_add_A"": 2408613, ""T1_tighten_add_G"": 2604501, ""T1_tighten_ultra_D"": 2604636, ""T6_base_strict"": 207933, ""T6_tighten_add_A"": null, ""T6_tighten_add_G"": null, ""T6_tighten_ultra_D"": 208303, ""T5_base_strict"": 208292, ""T5_tighten_add_A"": null, ""T5_tighten_add_G"": 2401279, ""T5_tighten_ultra_D"": 2401649, ""T10_base_strict"": 207801, ""T10_tighten_add_A"": null, ""T10_tighten_add_G"": 2401117, ""T10_tighten_ultra_D"": 2401189, ""T9_base_strict"": 208156, ""T9_tighten_add_A"": 2408609, ""T9_tighten_add_G"": 2604500, ""T9_tighten_ultra_D"": 2604630, ""T8_base_strict"": 208015, ""T8_tighten_add_A"": 2408561, ""T8_tighten_add_G"": 2604478, ""T8_tighten_ultra_D"": 2604577, ""T7_base_strict"": 207916, ""T7_tighten_add_A"": 2408531, ""T7_tighten_add_G"": null, ""T7_tighten_ultra_D"": 2408674, ""emergency"": 80}",80.0,2.0,50.0,80.0,2.0,TODO,0.0,15.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.6,0.2,1.5,60.0,0.0,0.0,4a49c337747c5fbb434f7a51e4279ebc03541a80e1992987c19befcf333f8bb8,a232259faa767ea72118c2203983aa5d0c87944192931d10b160b8af32f5081e,a3ad9a34f5a03771fd756805060c3756a1db4fe4fd3b3baf4d5597192a151185,14288ef04e8756035fdeed6c9c1ecad33ebe29af5acbdbd70b821a9aab94ea70,f4e754e8ba632978a719e8121fb049088cd28d63fa612dc0862857532d850c64,,,,,,,,,
15,2026-02-19T03:34:23.371335+00:00,"(""independent review"" OR ""expert panel"" OR consultation) AND (""recommend"" OR ""recommendation"" OR ""plans to"" OR ""will decide"") AND (government OR council OR nhs OR department)","(""independent review"" OR ""expert panel"" OR consultation) AND (""recommend"" OR ""recommendation"" OR ""plans to"" OR ""will decide"") AND (government OR council OR nhs OR department)",T3,expert_qual,99.0,3253.0,"{""T4_base_strict"": 208025, ""T4_tighten_add_A"": null, ""T4_tighten_add_G"": null, ""T4_tighten_ultra_D"": 208368, ""T3_base_strict"": 208262, ""T3_tighten_add_A"": 2408762, ""T3_tighten_add_G"": null, ""T3_tighten_ultra_D"": 2409105, ""T2_base_strict"": 208227, ""T2_tighten_add_A"": null, ""T2_tighten_add_G"": 2401376, ""T2_tighten_ultra_D"": 2401719, ""T1_base_strict"": 208738, ""T1_tighten_add_A"": 2408964, ""T1_tighten_add_G"": 2604724, ""T1_tighten_ultra_D"": 2605067, ""T6_base_strict"": 208262, ""T6_tighten_add_A"": null, ""T6_tighten_add_G"": null, ""T6_tighten_ultra_D"": 208951, ""T5_base_strict"": 208739, ""T5_tighten_add_A"": null, ""T5_tighten_add_G"": 2401613, ""T5_tighten_ultra_D"": 2402302, ""T10_base_strict"": 207963, ""T10_tighten_add_A"": null, ""T10_tighten_add_G"": 2401251, ""T10_tighten_ultra_D"": 2401427, ""T9_base_strict"": 208670, ""T9_tighten_add_A"": 2408955, ""T9_tighten_add_G"": 2604722, ""T9_tighten_ultra_D"": 2605062, ""T8_base_strict"": 208304, ""T8_tighten_add_A"": 2408794, ""T8_tighten_add_G"": 2604651, ""T8_tighten_ultra_D"": 2604866, ""T7_base_strict"": 208219, ""T7_tighten_add_A"": 2408740, ""T7_tighten_add_G"": null, ""T7_tighten_ultra_D"": 2409100, ""emergency"": 3253}",3253.0,5.0,50.0,250.0,5.0,TODO,0.0,148.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.6,0.2,1.5,60.0,0.0,0.0,4a49c337747c5fbb434f7a51e4279ebc03541a80e1992987c19befcf333f8bb8,a232259faa767ea72118c2203983aa5d0c87944192931d10b160b8af32f5081e,a3ad9a34f5a03771fd756805060c3756a1db4fe4fd3b3baf4d5597192a151185,14288ef04e8756035fdeed6c9c1ecad33ebe29af5acbdbd70b821a9aab94ea70,d29e0d2ff15225905262315c33e25733f64a8abd64efff3123adf7d9cfa562b3,,,,,,,,,
16,2026-02-19T04:29:32.273280+00:00,"(""independent review"" OR ""expert panel"" OR consultation) AND (""recommend"" OR ""recommendation"" OR ""plans to"" OR ""will decide"") AND (government OR council OR nhs OR department)","(""independent review"" OR ""expert panel"" OR consultation) AND (""recommend"" OR ""recommendation"" OR ""plans to"" OR ""will decide"") AND (government OR council OR nhs OR department)",T3,expert_qual,99.0,3253.0,"{""T4_base_strict"": 208025, ""T4_tighten_add_A"": null, ""T4_tighten_add_G"": null, ""T4_tighten_ultra_D"": 208368, ""T3_base_strict"": 208262, ""T3_tighten_add_A"": 2408766, ""T3_tighten_add_G"": null, ""T3_tighten_ultra_D"": 2409109, ""T2_base_strict"": 208227, ""T2_tighten_add_A"": null, ""T2_tighten_add_G"": 2401379, ""T2_tighten_ultra_D"": 2401722, ""T1_base_strict"": 208738, ""T1_tighten_add_A"": 2408968, ""T1_tighten_add_G"": 2604728, ""T1_tighten_ultra_D"": 2605071, ""T6_base_strict"": 208262, ""T6_tighten_add_A"": null, ""T6_tighten_add_G"": null, ""T6_tighten_ultra_D"": 208951, ""T5_base_strict"": 208739, ""T5_tighten_add_A"": null, ""T5_tighten_add_G"": 2401616, ""T5_tighten_ultra_D"": 2402305, ""T10_base_strict"": 207963, ""T10_tighten_add_A"": null, ""T10_tighten_add_G"": 2401254, ""T10_tighten_ultra_D"": 2401430, ""T9_base_strict"": 208670, ""T9_tighten_add_A"": 2408959, ""T9_tighten_add_G"": 2604726, ""T9_tighten_ultra_D"": 2605066, ""T8_base_strict"": 208304, ""T8_tighten_add_A"": 2408798, ""T8_tighten_add_G"": 2604655, ""T8_tighten_ultra_D"": 2604870, ""T7_base_strict"": 208219, ""T7_tighten_add_A"": 2408744, ""T7_tighten_add_G"": null, ""T7_tighten_ultra_D"": 2409104, ""emergency"": 3253, ""note"": ""supply_band_halt""}",3253.0,5.0,50.0,250.0,5.0,TODO,0.0,148.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.6,0.2,1.5,60.0,0.0,0.0,4a49c337747c5fbb434f7a51e4279ebc03541a80e1992987c19befcf333f8bb8,a232259faa767ea72118c2203983aa5d0c87944192931d10b160b8af32f5081e,a3ad9a34f5a03771fd756805060c3756a1db4fe4fd3b3baf4d5597192a151185,81bb561fae0b6742543a9b1a9eb0a063103ce73b557af41085e94df562147704,4efd4b5a1fa030fc5012e200d59bc68535a6e03b3baca283302b74042a0dc10f,,,,,,,,,
17,2026-02-19T13:59:21.879913+00:00,"(""independent review"" OR ""expert panel"" OR consultation) AND (""recommend"" OR ""recommendation"" OR ""plans to"" OR ""will decide"") AND (government OR council OR nhs OR department)","(""independent review"" OR ""expert panel"" OR consultation) AND (""recommend"" OR ""recommendation"" OR ""plans to"" OR ""will decide"") AND (government OR council OR nhs OR department)",T10,expert_qual,99.0,3253.0,"{""T4_base_strict"": 207897, ""T4_tighten_add_A"": null, ""T4_tighten_add_G"": null, ""T4_tighten_ultra_D"": 208240, ""T3_base_strict"": 208134, ""T3_tighten_add_A"": 2408318, ""T3_tighten_add_G"": null, ""T3_tighten_ultra_D"": 2408661, ""T2_base_strict"": 208099, ""T2_tighten_add_A"": null, ""T2_tighten_add_G"": 2400928, ""T2_tighten_ultra_D"": 2401271, ""T1_base_strict"": 208610, ""T1_tighten_add_A"": 2408520, ""T1_tighten_add_G"": 2604260, ""T1_tighten_ultra_D"": 2604603, ""T6_base_strict"": 208134, ""T6_tighten_add_A"": null, ""T6_tighten_add_G"": null, ""T6_tighten_ultra_D"": 208823, ""T5_base_strict"": 208611, ""T5_tighten_add_A"": null, ""T5_tighten_add_G"": 2401165, ""T5_tighten_ultra_D"": 2401854, ""T10_base_strict"": 207835, ""T10_tighten_add_A"": null, ""T10_tighten_add_G"": 2400803, ""T10_tighten_ultra_D"": 2400979, ""T9_base_strict"": 208542, ""T9_tighten_add_A"": 2408511, ""T9_tighten_add_G"": 2604258, ""T9_tighten_ultra_D"": 2604598, ""T8_base_strict"": 208176, ""T8_tighten_add_A"": 2408350, ""T8_tighten_add_G"": 2604187, ""T8_tighten_ultra_D"": 2604402, ""T7_base_strict"": 208091, ""T7_tighten_add_A"": 2408296, ""T7_tighten_add_G"": null, ""T7_tighten_ultra_D"": 2408656, ""emergency"": 3253}",3253.0,5.0,50.0,250.0,5.0,TODO,0.0,148.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.6,0.2,1.5,60.0,0.0,0.0,4a49c337747c5fbb434f7a51e4279ebc03541a80e1992987c19befcf333f8bb8,a232259faa767ea72118c2203983aa5d0c87944192931d10b160b8af32f5081e,a3ad9a34f5a03771fd756805060c3756a1db4fe4fd3b3baf4d5597192a151185,14288ef04e8756035fdeed6c9c1ecad33ebe29af5acbdbd70b821a9aab94ea70,aa0f0db8d5dc812be3933375c7b09ca0bf65c0657d5229ae6518e6d8dd432fae,,,,,,,,,
18,2026-02-21T00:38:26.636001+00:00,"(""without evidence"" OR ""no evidence"" OR ""no data"") AND (""has decided to"" OR ""government decided to"" OR ""council decided"") AND (policy OR programme OR program OR regulation OR measure OR government OR council) AND NOT (trial OR randomized OR randomised OR study OR evaluation OR pilot OR review)","(""without evidence"" OR ""no evidence"" OR ""no data"") AND (""has decided to"" OR ""government decided to"" OR ""council decided"") AND (policy OR programme OR program OR regulation OR measure OR government OR council) AND NOT (trial OR randomized OR randomised OR study OR evaluation OR pilot OR review)",T1,gut,99.0,138.0,"{""T2_base_strict"": 192132, ""T2_tighten_add_A"": null, ""T2_tighten_ultra_D"": 192978, ""T1_base_strict"": 193093, ""T1_tighten_add_A"": 2407337, ""T1_tighten_ultra_D"": 2408183, ""T5_base_strict"": 193097, ""T5_tighten_add_A"": null, ""T5_tighten_ultra_D"": 195905, ""T9_base_strict"": 192812, ""T9_tighten_add_A"": 2407320, ""T9_tighten_ultra_D"": 2408118, ""emergency"": 138}",138.0,3.0,50.0,138.0,3.0,TODO,0.0,16.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.6,0.2,1.5,60.0,0.0,0.0,4a49c337747c5fbb434f7a51e4279ebc03541a80e1992987c19befcf333f8bb8,a232259faa767ea72118c2203983aa5d0c87944192931d10b160b8af32f5081e,fa2523c6b1288cd21fbe8183da5e8538b76370ec238c1b90f4f813dfd4d0c311,5c2690b848c96b2dc04b3f1fd5ee660e1dfb33279381cf1f7371b6f1863883d6,5e9e70464cb4dae1b5b12c64ef463b7fe92b60724fd9506ceba8cd59881bd1d0,,,,,,,,,
19,2026-02-21T00:38:55.002340+00:00,"(""without evidence"" OR ""no evidence"" OR ""no data"") AND (""has decided to"" OR ""government decided to"" OR ""council decided"") AND (policy OR programme OR program OR regulation OR measure OR government OR council) AND NOT (trial OR randomized OR randomised OR study OR evaluation OR pilot OR review)","(""without evidence"" OR ""no evidence"" OR ""no data"") AND (""has decided to"" OR ""government decided to"" OR ""council decided"") AND (policy OR programme OR program OR regulation OR measure OR government OR council) AND NOT (trial OR randomized OR randomised OR study OR evaluation OR pilot OR review)",T5,gut,99.0,138.0,"{""T2_base_strict"": 192132, ""T2_tighten_add_A"": null, ""T2_tighten_ultra_D"": 192978, ""T1_base_strict"": 193093, ""T1_tighten_add_A"": 2407337, ""T1_tighten_ultra_D"": 2408183, ""T5_base_strict"": 193097, ""T5_tighten_add_A"": null, ""T5_tighten_ultra_D"": 195905, ""T9_base_strict"": 192812, ""T9_tighten_add_A"": 2407320, ""T9_tighten_ultra_D"": 2408118, ""emergency"": 138}",138.0,3.0,50.0,138.0,3.0,TODO,0.0,16.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.6,0.2,1.5,60.0,0.0,0.0,4a49c337747c5fbb434f7a51e4279ebc03541a80e1992987c19befcf333f8bb8,a232259faa767ea72118c2203983aa5d0c87944192931d10b160b8af32f5081e,fa2523c6b1288cd21fbe8183da5e8538b76370ec238c1b90f4f813dfd4d0c311,5c2690b848c96b2dc04b3f1fd5ee660e1dfb33279381cf1f7371b6f1863883d6,5e9e70464cb4dae1b5b12c64ef463b7fe92b60724fd9506ceba8cd59881bd1d0,,,,,,,,,
20,2026-02-21T00:39:53.552297+00:00,"(""independent review"" OR ""expert panel"" OR consultation) AND (""recommend"" OR ""recommendation"" OR ""plans to"" OR ""will decide"") AND (government OR council OR nhs OR department)","(""independent review"" OR ""expert panel"" OR consultation) AND (""recommend"" OR ""recommendation"" OR ""plans to"" OR ""will decide"") AND (government OR council OR nhs OR department)",T2,expert_qual,99.0,3253.0,"{""T4_base_strict"": 207897, ""T4_tighten_add_A"": null, ""T4_tighten_add_G"": null, ""T4_tighten_ultra_D"": 208240, ""T3_base_strict"": 208134, ""T3_tighten_add_A"": 2408602, ""T3_tighten_add_G"": null, ""T3_tighten_ultra_D"": 2408945, ""T2_base_strict"": 208099, ""T2_tighten_add_A"": null, ""T2_tighten_add_G"": 2401228, ""T2_tighten_ultra_D"": 2401571, ""T1_base_strict"": 208610, ""T1_tighten_add_A"": 2408804, ""T1_tighten_add_G"": 2604582, ""T1_tighten_ultra_D"": 2604925, ""T6_base_strict"": 208134, ""T6_tighten_add_A"": null, ""T6_tighten_add_G"": null, ""T6_tighten_ultra_D"": 208823, ""T5_base_strict"": 208611, ""T5_tighten_add_A"": null, ""T5_tighten_add_G"": 2401465, ""T5_tighten_ultra_D"": 2402154, ""T10_base_strict"": 207835, ""T10_tighten_add_A"": null, ""T10_tighten_add_G"": 2401103, ""T10_tighten_ultra_D"": 2401279, ""T9_base_strict"": 208542, ""T9_tighten_add_A"": 2408795, ""T9_tighten_add_G"": 2604580, ""T9_tighten_ultra_D"": 2604920, ""T8_base_strict"": 208176, ""T8_tighten_add_A"": 2408634, ""T8_tighten_add_G"": 2604509, ""T8_tighten_ultra_D"": 2604724, ""T7_base_strict"": 208091, ""T7_tighten_add_A"": 2408580, ""T7_tighten_add_G"": null, ""T7_tighten_ultra_D"": 2408940, ""emergency"": 3253}",3253.0,5.0,50.0,250.0,5.0,TODO,0.0,148.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.6,0.2,1.5,60.0,0.0,0.0,4a49c337747c5fbb434f7a51e4279ebc03541a80e1992987c19befcf333f8bb8,a232259faa767ea72118c2203983aa5d0c87944192931d10b160b8af32f5081e,fa2523c6b1288cd21fbe8183da5e8538b76370ec238c1b90f4f813dfd4d0c311,5c2690b848c96b2dc04b3f1fd5ee660e1dfb33279381cf1f7371b6f1863883d6,5e9e70464cb4dae1b5b12c64ef463b7fe92b60724fd9506ceba8cd59881bd1d0,,,,,,,,,
21,2026-02-21T00:45:48.500905+00:00,"(""before and after"" OR ""pre-post"") AND (""implemented"" OR ""rolled out"") AND (policy OR programme OR program OR scheme OR service OR government OR council OR nhs)","(""before and after"" OR ""pre-post"") AND (""implemented"" OR ""rolled out"") AND (policy OR programme OR program OR scheme OR service OR government OR council OR nhs)",T7,prepost,99.0,80.0,"{""T4_base_strict"": 207680, ""T4_tighten_add_A"": null, ""T4_tighten_add_G"": null, ""T4_tighten_ultra_D"": 207815, ""T3_base_strict"": 207806, ""T3_tighten_add_A"": 2408385, ""T3_tighten_add_G"": null, ""T3_tighten_ultra_D"": 2408520, ""T2_base_strict"": 207754, ""T2_tighten_add_A"": null, ""T2_tighten_add_G"": 2401011, ""T2_tighten_ultra_D"": 2401146, ""T1_base_strict"": 208163, ""T1_tighten_add_A"": 2408459, ""T1_tighten_add_G"": 2604365, ""T1_tighten_ultra_D"": 2604500, ""T6_base_strict"": 207806, ""T6_tighten_add_A"": null, ""T6_tighten_add_G"": null, ""T6_tighten_ultra_D"": 208176, ""T5_base_strict"": 208165, ""T5_tighten_add_A"": null, ""T5_tighten_add_G"": 2401137, ""T5_tighten_ultra_D"": 2401507, ""T10_base_strict"": 207673, ""T10_tighten_add_A"": null, ""T10_tighten_add_G"": 2400974, ""T10_tighten_ultra_D"": 2401046, ""T9_base_strict"": 208028, ""T9_tighten_add_A"": 2408455, ""T9_tighten_add_G"": 2604364, ""T9_tighten_ultra_D"": 2604494, ""T8_base_strict"": 207887, ""T8_tighten_add_A"": 2408407, ""T8_tighten_add_G"": 2604342, ""T8_tighten_ultra_D"": 2604441, ""T7_base_strict"": 207789, ""T7_tighten_add_A"": 2408377, ""T7_tighten_add_G"": null, ""T7_tighten_ultra_D"": 2408520, ""emergency"": 80}",80.0,2.0,50.0,80.0,2.0,TODO,0.0,15.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.6,0.2,1.5,60.0,0.0,0.09323,4a49c337747c5fbb434f7a51e4279ebc03541a80e1992987c19befcf333f8bb8,a232259faa767ea72118c2203983aa5d0c87944192931d10b160b8af32f5081e,fa2523c6b1288cd21fbe8183da5e8538b76370ec238c1b90f4f813dfd4d0c311,5c2690b848c96b2dc04b3f1fd5ee660e1dfb33279381cf1f7371b6f1863883d6,1c5f5e7fbf5effd1b4e086ac3dba3449cbf32017046f42b0ae2b7ca85ab06403,,,,,,,,,
22,2026-02-21T00:46:35.695084+00:00,"(""randomised controlled trial"" OR ""randomized controlled trial"" OR ""field experiment"") AND (""pilot"" OR ""rolled out"" OR ""implemented"") AND (policy OR programme OR program OR scheme OR service OR government OR council OR nhs)","(""randomised controlled trial"" OR ""randomized controlled trial"" OR ""field experiment"") AND (""pilot"" OR ""rolled out"" OR ""implemented"") AND (policy OR programme OR program OR scheme OR service OR government OR council OR nhs)",T10,rct,99.0,14.0,"{""T4_base_strict"": 207593, ""T4_tighten_add_A"": null, ""T4_tighten_add_G"": null, ""T4_tighten_ultra_D"": 207594, ""T3_base_strict"": 207612, ""T3_tighten_add_A"": 2408298, ""T3_tighten_add_G"": null, ""T3_tighten_ultra_D"": 2408299, ""T2_base_strict"": 207600, ""T2_tighten_add_A"": null, ""T2_tighten_add_G"": 2400924, ""T2_tighten_ultra_D"": 2400925, ""T1_base_strict"": 207632, ""T1_tighten_add_A"": 2408305, ""T1_tighten_add_G"": 2604278, ""T1_tighten_ultra_D"": 2604279, ""T6_base_strict"": 207612, ""T6_tighten_add_A"": null, ""T6_tighten_add_G"": null, ""T6_tighten_ultra_D"": 207612, ""T5_base_strict"": 207632, ""T5_tighten_add_A"": null, ""T5_tighten_add_G"": 2400943, ""T5_tighten_ultra_D"": 2400943, ""T10_base_strict"": 207593, ""T10_tighten_add_A"": null, ""T10_tighten_add_G"": 2400922, ""T10_tighten_ultra_D"": 2400922, ""T9_base_strict"": 207618, ""T9_tighten_add_A"": 2408305, ""T9_tighten_add_G"": 2604278, ""T9_tighten_ultra_D"": 2604278, ""T8_base_strict"": 207625, ""T8_tighten_add_A"": 2408302, ""T8_tighten_add_G"": 2604278, ""T8_tighten_ultra_D"": 2604278, ""T7_base_strict"": 207606, ""T7_tighten_add_A"": 2408297, ""T7_tighten_add_G"": null, ""T7_tighten_ultra_D"": 2408299, ""emergency"": 14}",14.0,1.0,50.0,14.0,1.0,TODO,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.6,0.2,1.5,60.0,0.0,0.09323,4a49c337747c5fbb434f7a51e4279ebc03541a80e1992987c19befcf333f8bb8,a232259faa767ea72118c2203983aa5d0c87944192931d10b160b8af32f5081e,fa2523c6b1288cd21fbe8183da5e8538b76370ec238c1b90f4f813dfd4d0c311,5c2690b848c96b2dc04b3f1fd5ee660e1dfb33279381cf1f7371b6f1863883d6,1c5f5e7fbf5effd1b4e086ac3dba3449cbf32017046f42b0ae2b7ca85ab06403,,,,,,,,,
23,2026-02-21T00:47:21.353251+00:00,"(""randomised controlled trial"" OR ""randomized controlled trial"" OR ""field experiment"") AND (""pilot"" OR ""rolled out"" OR ""implemented"") AND (policy OR programme OR program OR scheme OR service OR government OR council OR nhs)","(""randomised controlled trial"" OR ""randomized controlled trial"" OR ""field experiment"") AND (""pilot"" OR ""rolled out"" OR ""implemented"") AND (policy OR programme OR program OR scheme OR service OR government OR council OR nhs)",T7,rct,99.0,14.0,"{""T4_base_strict"": 207593, ""T4_tighten_add_A"": null, ""T4_tighten_add_G"": null, ""T4_tighten_ultra_D"": 207594, ""T3_base_strict"": 207612, ""T3_tighten_add_A"": 2408298, ""T3_tighten_add_G"": null, ""T3_tighten_ultra_D"": 2408299, ""T2_base_strict"": 207600, ""T2_tighten_add_A"": null, ""T2_tighten_add_G"": 2400924, ""T2_tighten_ultra_D"": 2400925, ""T1_base_strict"": 207632, ""T1_tighten_add_A"": 2408305, ""T1_tighten_add_G"": 2604278, ""T1_tighten_ultra_D"": 2604279, ""T6_base_strict"": 207612, ""T6_tighten_add_A"": null, ""T6_tighten_add_G"": null, ""T6_tighten_ultra_D"": 207612, ""T5_base_strict"": 207632, ""T5_tighten_add_A"": null, ""T5_tighten_add_G"": 2400943, ""T5_tighten_ultra_D"": 2400943, ""T10_base_strict"": 207593, ""T10_tighten_add_A"": null, ""T10_tighten_add_G"": 2400922, ""T10_tighten_ultra_D"": 2400922, ""T9_base_strict"": 207618, ""T9_tighten_add_A"": 2408305, ""T9_tighten_add_G"": 2604278, ""T9_tighten_ultra_D"": 2604278, ""T8_base_strict"": 207625, ""T8_tighten_add_A"": 2408302, ""T8_tighten_add_G"": 2604278, ""T8_tighten_ultra_D"": 2604278, ""T7_base_strict"": 207606, ""T7_tighten_add_A"": 2408297, ""T7_tighten_add_G"": null, ""T7_tighten_ultra_D"": 2408299, ""emergency"": 14}",14.0,1.0,50.0,14.0,1.0,TODO,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.6,0.2,1.5,60.0,0.0,0.09323,4a49c337747c5fbb434f7a51e4279ebc03541a80e1992987c19befcf333f8bb8,a232259faa767ea72118c2203983aa5d0c87944192931d10b160b8af32f5081e,fa2523c6b1288cd21fbe8183da5e8538b76370ec238c1b90f4f813dfd4d0c311,5c2690b848c96b2dc04b3f1fd5ee660e1dfb33279381cf1f7371b6f1863883d6,1c5f5e7fbf5effd1b4e086ac3dba3449cbf32017046f42b0ae2b7ca85ab06403,,,,,,,,,
