url,title,classified_method,secondary_method,method_certainty,article_relevance_score,models_agreeing_high,disagreement_type,m1_decision_p1,m2old_decision_p1,m2new_decision_p1,m3_decision_p1,m4_decision_p1
https://www.theguardian.com/society/2019/oct/28/doctors-call-workplaces-ban-sale-sugary-drinks,Doctors call on workplaces to ban sale of sugary drinks,method_prepost,method_case_study,LOW,0.20200000000000004,1,outlier_high,0.8,0.2,0.2,0.2,0.05
https://www.theguardian.com/science/2019/sep/28/new-treatment-extends-life-of-advanced-melanoma-patients,New treatment extends life of advanced melanoma patients,method_prepost,method_rct,LOW,0.3280000000000001,2,method_disagree,0.8,0.8,0.2,0.2,0.05
https://www.theguardian.com/australia-news/2018/nov/13/labor-pledges-to-transform-policy-making-by-creating-evaluator-general,Labor pledges to transform policy-making by creating evaluator general,method_rct,,MEDIUM,0.2965000000000001,2,near_tier_a,0.8,0.05,0.8,0.2,0.2
https://www.theguardian.com/careers/2019/mar/05/new-recruitment-goals-give-public-sector-apprenticeships-a-lift,New recruitment goals give public sector apprenticeships a lift,method_gut,,LOW,0.18400000000000005,1,outlier_high,0.2,0.2,0.8,0.2,0.2
https://www.theguardian.com/society/2019/mar/19/troubled-families-programme-could-be-renamed-says-minister,"Troubled Families programme could be renamed, says minister",method_prepost,method_expert_qual,LOW,0.18400000000000005,1,outlier_high,0.8,0.2,0.2,0.8,0.2
https://www.theguardian.com/science/2019/jul/23/trial-of-hiv-prevention-implant-hailed-as-boost-in-fight-against-disease,Trial of HIV prevention implant hailed as boost in fight against disease,method_rct,,MEDIUM,0.2980000000000001,2,near_tier_a,0.8,0.8,0.05,0.2,0.05
https://www.theguardian.com/us-news/2020/apr/06/peter-navarro-fauci-hydroxychloroquine,US trade adviser pits himself against Fauci over unproven coronavirus drug,method_gut,,LOW,0.13900000000000004,1,outlier_high,0.8,0.05,0.05,0.2,0.05
https://www.theguardian.com/world/2020/sep/20/the-new-road-rage-bitter-rows-break-out-over-uks-low-traffic-neighbourhoods,The new road rage: bitter rows break out over UK’s low-traffic neighbourhoods,method_case_study,,LOW,0.17050000000000004,1,outlier_high,0.8,0.05,0.2,0.2,0.05
https://www.theguardian.com/society/2019/mar/18/universal-basic-income-could-be-covered-reversing-welfare-spending-cuts-plan-uk,Universal basic income 'would cost less than value of benefit cuts since 2010',method_expert_secondary,,LOW,0.16000000000000006,1,outlier_high,0.8,0.2,0.2,0.2,0.05
https://www.theguardian.com/society/2018/aug/01/dengue-fever-outbreak-halted-by-release-of-infected-mosquitoes,Dengue fever outbreak halted by release of special mosquitoes,method_rct,method_prepost,LOW,0.39400000000000013,3,method_disagree,0.8,0.8,0.8,0.2,0.05
https://www.theguardian.com/world/2020/mar/27/experts-condemn-clive-palmer-funded-ads-claiming-hydroxychloroquine-can-cure-coronavirus,TGA investigating Clive Palmer-funded ads claiming hydroxychloroquine can cure coronavirus,method_gut,,LOW,0.13900000000000004,1,outlier_high,0.8,0.05,0.05,0.2,0.05
https://www.theguardian.com/australia-news/2019/sep/21/snap-judgment-why-sandy-streets-record-on-asylum-cases-stands-out,Snap judgment: why Sandy Street's record on asylum cases stands out,method_case_study,method_gut,LOW,0.14650000000000005,1,outlier_high,0.8,0.05,0.2,0.2,0.05
https://www.theguardian.com/society/2018/may/03/jeremy-hunts-rhetoric-over-breast-cancer-screening-looks-overheated,Jeremy Hunt's rhetoric over breast cancer screening looks overheated,method_gut,,LOW,0.16300000000000003,1,outlier_high,0.8,0.05,0.05,0.2,0.05
https://www.theguardian.com/society/2019/dec/06/singing-babies-postnatal-depression,Singing the blues: how music can help ease postnatal depression,method_case_study,,LOW,0.14800000000000005,1,outlier_high,0.8,0.2,0.05,0.2,0.05
https://www.theguardian.com/us-news/2020/apr/23/first-thing-the-trump-administrations-coronavirus-whistleblower,First Thing: the Trump administration's coronavirus whistleblower,method_gut,,LOW,0.16900000000000004,1,outlier_high,0.8,0.05,0.05,0.2,0.05
https://www.theguardian.com/commentisfree/2020/apr/05/1918-flu-pandemic-coronavirus-drug-trials-scientists-treatments-evidence,What the 1918 flu pandemic can teach us about coronavirus drug trials,method_rct,,LOW,0.16300000000000003,1,outlier_high,0.8,0.05,0.05,0.2,0.05
https://www.theguardian.com/society/2018/oct/30/quitting-cannabis-can-lead-better-memory-cognition-us-research,Quitting cannabis could lead to better memory and cognition,method_rct,,MEDIUM,0.3040000000000001,2,near_tier_a,0.8,0.8,0.05,0.2,0.05
https://www.theguardian.com/society/2018/jun/03/precision-medicine-breast-cancer-remove-need-chemotherapy,"Thousands of breast cancer patients could avoid chemo, study finds",method_rct,,MEDIUM,0.3280000000000001,2,near_tier_a,0.8,0.8,0.2,0.2,0.05
https://www.theguardian.com/science/2019/jun/10/magic-mushrooms-treatment-depression-aztecs-psilocybin-mental-health-medicine,'They broke my mental shackles': could magic mushrooms be the answer to depression?,method_rct,,LOW,0.17050000000000004,1,outlier_high,0.8,0.05,0.05,0.2,0.05
https://www.theguardian.com/australia-news/2017/jul/10/johnson-johnson-tried-to-prevent-report-about-pelvic-mesh-devices-court-hears,"Johnson & Johnson ​tried to prevent report about pelvic mesh devices, court hears",method_case_study,method_gut,LOW,0.13900000000000004,1,outlier_high,0.8,0.05,0.05,0.2,0.05
https://www.theguardian.com/global-development-professionals-network/2017/jul/28/we-know-how-to-cut-deforestation-we-just-havent-got-the-money-to-do-it,We know how to reduce deforestation – so where's the money?,method_rct,,LOW,0.20800000000000005,1,outlier_high,0.8,0.05,0.05,0.2,0.2
https://www.theguardian.com/us-news/2018/nov/09/house-democrats-gun-control-legislation-pledge,Gun control: House Democrats pledge to use majority to pass legislation,method_gut,,LOW,0.14500000000000005,1,outlier_high,0.05,0.05,0.8,0.2,0.05
